title,rank,date,artist,url,region,chart,trend,streams
å°__ªæ__,122,2017.1.7,MONGOL800,https://open.spotify.com/track/7swIKcU4tFRk4iFJpi12Fg,Japan,top200,NEW_ENTRY,1079
Just the Way You Are,123,2017.1.7,Bruno Mars,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ,Japan,top200,MOVE_UP,1071
Shout Out to My Ex,124,2017.1.7,Little Mix,https://open.spotify.com/track/0YHUITU3w6ws1v8ehT264g,Japan,top200,MOVE_DOWN,1067
Solo Dance,125,2017.1.7,Martin Jensen,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN,Japan,top200,MOVE_DOWN,1052
¥å_ç§__,126,2017.1.7,Little Glee Monster,https://open.spotify.com/track/5BKNIJQ0JHFf6QUs7MfP54,Japan,top200,NEW_ENTRY,1047
FXXK IT,127,2017.1.7,BIGBANG,https://open.spotify.com/track/0YVsrgp4OOUhFuYMAVQazV,Japan,top200,MOVE_DOWN,1038
The Ocean (feat. Shy Martin),128,2017.1.7,Mike Perry,https://open.spotify.com/track/2CPqh63wRVscbceKcPxwvv,Japan,top200,MOVE_DOWN,1037
Good Goodbye,129,2017.1.7,ONE OK ROCK,https://open.spotify.com/track/0TNPUcwPmB1FTphS3fPcRi,Japan,top200,MOVE_DOWN,1035
Deeper Deeper,130,2017.1.7,ONE OK ROCK,https://open.spotify.com/track/3fSdTVHwb8ZyiYAFSE00qd,Japan,top200,SAME_POSITION,1032
ä¼__,131,2017.1.7,RADWIMPS,https://open.spotify.com/track/6X4ltfmOmHgbQxiMNbJ0Bw,Japan,top200,MOVE_DOWN,1024
HOME,132,2017.1.7,Shota Shimizu,https://open.spotify.com/track/5PF0IW8iHqOcTWAyRqiDzb,Japan,top200,NEW_ENTRY,1017
¶ã__,133,2017.1.7,Aimer,https://open.spotify.com/track/4r20tmzg4tfon0Kg0yxB91,Japan,top200,NEW_ENTRY,1016
The A Team,134,2017.1.7,Ed Sheeran,https://open.spotify.com/track/1VdZ0vKfR5jneCmWIUAMxK,Japan,top200,NEW_ENTRY,1016
Rooting For You,135,2017.1.7,London Grammar,https://open.spotify.com/track/2nAAFnHiXRdWhsqoeqhhnr,Japan,top200,MOVE_DOWN,1003
Shape of You,1,2017.1.8,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Japan,top200,MOVE_UP,8851
Closer,2,2017.1.8,"The Chainsmokers, Halsey",https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,Japan,top200,MOVE_DOWN,8068
Castle on the Hill,3,2017.1.8,Ed Sheeran,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,Japan,top200,MOVE_UP,7657
Let Me Love You,4,2017.1.8,"DJ Snake, Justin Bieber",https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,Japan,top200,MOVE_DOWN,6916
I Feel It Coming,5,2017.1.8,"The Weeknd, Daft Punk",https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,Japan,top200,MOVE_DOWN,6625
"I Don_ Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",6,2017.1.8,"ZAYN, Taylor Swift",https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,Japan,top200,MOVE_DOWN,6599
Don't Wanna Know,7,2017.1.8,"Maroon 5, Kendrick Lamar",https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,Japan,top200,MOVE_DOWN,6535
24K Magic,8,2017.1.8,Bruno Mars,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,Japan,top200,SAME_POSITION,6126
Call On Me - Ryan Riback Extended Remix,9,2017.1.8,Starley,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,Japan,top200,SAME_POSITION,5930
Starboy,10,2017.1.8,"The Weeknd, Daft Punk",https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,Japan,top200,SAME_POSITION,5836
Rockabye (feat. Sean Paul & Anne-Marie),11,2017.1.8,Clean Bandit,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,Japan,top200,SAME_POSITION,5673
Just Hold On,12,2017.1.8,"Steve Aoki, Louis Tomlinson",https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR,Japan,top200,SAME_POSITION,5559
Say You Won't Let Go,13,2017.1.8,James Arthur,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,Japan,top200,SAME_POSITION,5520
My Boo,14,2017.1.8,Shota Shimizu,https://open.spotify.com/track/2gasr6aemUqZIBBN05EO03,Japan,top200,SAME_POSITION,5237
Cold Water (feat. Justin Bieber & M_),15,2017.1.8,Major Lazer,https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p,Japan,top200,SAME_POSITION,5099
Bad Things (with Camila Cabello),16,2017.1.8,Machine Gun Kelly,https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj,Japan,top200,SAME_POSITION,4792
All We Know,17,2017.1.8,"The Chainsmokers, Phoebe Ryan",https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK,Japan,top200,SAME_POSITION,4667
Side To Side,18,2017.1.8,"Ariana Grande, Nicki Minaj",https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz,Japan,top200,MOVE_UP,4665
Shed a Light,19,2017.1.8,"Robin Schulz, David Guetta, Cheat Codes",https://open.spotify.com/track/1cG0umU5TKStygKsPFZ9pY,Japan,top200,MOVE_UP,4663
Love Me Now,20,2017.1.8,John Legend,https://open.spotify.com/track/6nxQdXa1uAL0rY72wPZu89,Japan,top200,MOVE_UP,4442
In the Name of Love,21,2017.1.8,"Martin Garrix, Bebe Rexha",https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L,Japan,top200,MOVE_DOWN,4372
By Your Side,22,2017.1.8,"Jonas Blue, RAYE",https://open.spotify.com/track/1D3ODoXHBLpdxolZRHWV1j,Japan,top200,SAME_POSITION,4367
Starving,23,2017.1.8,"Hailee Steinfeld, Grey, Zedd",https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe,Japan,top200,SAME_POSITION,4140
NANIMONO (feat. ç±³æ´¥_¸«),24,2017.1.8,"Yasutaka Nakata, Kenshi Yonezu",https://open.spotify.com/track/21YjXHKo8hc5fOK7sYtixB,Japan,top200,SAME_POSITION,4060
ªã_§ã_ªã_ - movie ver.,25,2017.1.8,Mone Kamishiraishi,https://open.spotify.com/track/59pUIlXjQupbiYwt40uUTi,Japan,top200,MOVE_UP,4052
Don't Let Me Down (feat. Daya),26,2017.1.8,The Chainsmokers,https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm,Japan,top200,MOVE_UP,3993
The Mack,27,2017.1.8,"Nevada, Mark Morrison, Fetty Wap",https://open.spotify.com/track/7aV2mflaASUmGhCErm7kBO,Japan,top200,MOVE_DOWN,3986
All Night,28,2017.1.8,"The Vamps, Matoma",https://open.spotify.com/track/1yNyoWWWikbLhwIGWjZuDW,Japan,top200,MOVE_UP,3985
___»ã_,29,2017.1.8,Kyary Pamyu Pamyu,https://open.spotify.com/track/4M2ft0utYYfDoUkIcupHSq,Japan,top200,SAME_POSITION,3970
Wherever you are,30,2017.1.8,ONE OK ROCK,https://open.spotify.com/track/0YAMQSmHk6BSUGTYpaoqTJ,Japan,top200,MOVE_UP,3964
Fake Love,31,2017.1.8,Drake,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd,Japan,top200,MOVE_DOWN,3960
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",32,2017.1.8,Justin Timberlake,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc,Japan,top200,SAME_POSITION,3857
We Don't Talk Anymore (feat. Selena Gomez),33,2017.1.8,Charlie Puth,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV,Japan,top200,MOVE_DOWN,3851
I Would Like,34,2017.1.8,Zara Larsson,https://open.spotify.com/track/4Q4jmPHwu0wrJvqrld0FQ6,Japan,top200,SAME_POSITION,3799
One Dance,35,2017.1.8,"Drake, WizKid, Kyla",https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,Japan,top200,MOVE_UP,3735
Cheap Thrills,36,2017.1.8,Sia,https://open.spotify.com/track/27SdWb2rFzO6GWiYDBTD9j,Japan,top200,MOVE_DOWN,3703
Scars To Your Beautiful,37,2017.1.8,Alessia Cara,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK,Japan,top200,SAME_POSITION,3584
My Way,38,2017.1.8,Calvin Harris,https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm,Japan,top200,MOVE_UP,3583
Treat You Better,39,2017.1.8,Shawn Mendes,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd,Japan,top200,MOVE_DOWN,3516
___,40,2017.1.8,Sheena Ringo,https://open.spotify.com/track/5tWTSRrNmSJjCt3lHkjAiw,Japan,top200,MOVE_DOWN,3511
STAY TUNE,41,2017.1.8,Suchmos,https://open.spotify.com/track/0albLGvYx6ftOUJ7KF0i5I,Japan,top200,MOVE_UP,3455
Mercy,42,2017.1.8,Shawn Mendes,https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a,Japan,top200,SAME_POSITION,3402
Black Beatles,43,2017.1.8,"Rae Sremmurd, Gucci Mane",https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo,Japan,top200,MOVE_DOWN,3399
I Took A Pill In Ibiza - Seeb Remix,44,2017.1.8,Mike Posner,https://open.spotify.com/track/17Fd6Yb7mSbinKG8LoWfFl,Japan,top200,MOVE_UP,3285
Chantaje (feat. Maluma),45,2017.1.8,Shakira,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,Japan,top200,MOVE_UP,3172
Heathens,46,2017.1.8,Twenty One Pilots,https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr,Japan,top200,MOVE_DOWN,3143
Photograph,47,2017.1.8,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,Japan,top200,MOVE_UP,3094
Alone,48,2017.1.8,Alan Walker,https://open.spotify.com/track/0JiVRyTJcJnmlwCZ854K4p,Japan,top200,MOVE_DOWN,3062
¢ã_¸ã_,49,2017.1.8,WEDNESDAY CAMPANELLA,https://open.spotify.com/track/4Vmc5uEE1bLopCkdAiGFZq,Japan,top200,MOVE_UP,2990
Welcome to TOKYO,50,2017.1.8,J SOUL BROTHERS III,https://open.spotify.com/track/2DZwQYvITrMTN5RDFNXlA1,Japan,top200,MOVE_UP,2945
Sorry,51,2017.1.8,Justin Bieber,https://open.spotify.com/track/69bp2EbF7Q2rqc5N3ylezZ,Japan,top200,MOVE_DOWN,2908
Magic!,52,2017.1.8,Kan Sano,https://open.spotify.com/track/66kbj46CGzuf3sR1HzoMR0,Japan,top200,SAME_POSITION,2637
This Is What You Came For (feat. Rihanna),53,2017.1.8,Calvin Harris,https://open.spotify.com/track/0azC730Exh71aQlOt9Zj3y,Japan,top200,MOVE_DOWN,2592
Now and Later,54,2017.1.8,Sage The Gemini,https://open.spotify.com/track/43jBqV3j3Xi1g6wO0bhIMd,Japan,top200,MOVE_UP,2489
The Greatest (feat. Kendrick Lamar),55,2017.1.8,Sia,https://open.spotify.com/track/7xHWNBFm6ObGEQPaUxHuKO,Japan,top200,MOVE_DOWN,2488
Hear Me Now,56,2017.1.8,"Alok, Bruno Martini, Zeeba",https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON,Japan,top200,SAME_POSITION,2446
Bad and Boujee (feat. Lil Uzi Vert),57,2017.1.8,Migos,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,Japan,top200,MOVE_UP,2359
Sweet Sunshine,58,2017.1.8,Chara,https://open.spotify.com/track/0ygy76DNIhBxA21EtboW5G,Japan,top200,SAME_POSITION,2326
Broccoli (feat. Lil Yachty),59,2017.1.8,Shelley FKA DRAM,https://open.spotify.com/track/7yyRTcZmCiyzzJlNzGC9Ol,Japan,top200,SAME_POSITION,2284
The Beginning,60,2017.1.8,ONE OK ROCK,https://open.spotify.com/track/4f3nDjgqXurMryYBSp0TZD,Japan,top200,MOVE_DOWN,2219
MINT,61,2017.1.8,Suchmos,https://open.spotify.com/track/7vi4sPiatwyKXk2ksFzFpN,Japan,top200,MOVE_UP,2217
Burning Love,62,2017.1.8,OKAMOTO'S,https://open.spotify.com/track/1Djm0wr3xoD3L0C6NczkvG,Japan,top200,MOVE_UP,2198
Nowhereland [type A],63,2017.1.8,The Hotpantz,https://open.spotify.com/track/5jHdhhlCyI5Oxf4eta0jnV,Japan,top200,MOVE_DOWN,2187
SSWB,64,2017.1.8,D.A.N.,https://open.spotify.com/track/4mlOZkNUUTsod7qlbsNdIL,Japan,top200,SAME_POSITION,2173
Work from Home (feat. Ty Dolla $ign),65,2017.1.8,Fifth Harmony,https://open.spotify.com/track/4tCtwWceOPWzenK2HAIJSb,Japan,top200,MOVE_DOWN,2170
Water Under the Bridge,66,2017.1.8,Adele,https://open.spotify.com/track/4vb4mFvYsr2h6enhjJsq9Y,Japan,top200,MOVE_UP,2082
Caroline,67,2017.1.8,AminÃ©,https://open.spotify.com/track/5GFDrUTLGJix84sNhjCG0g,Japan,top200,MOVE_DOWN,2079
A.I. am Human,68,2017.1.8,Monkey Majik,https://open.spotify.com/track/4JnIqjjkvaepfs6yeQGM8F,Japan,top200,MOVE_DOWN,2073
Love Yourself,69,2017.1.8,Justin Bieber,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT,Japan,top200,MOVE_DOWN,1938
What Do You Mean?,70,2017.1.8,Justin Bieber,https://open.spotify.com/track/3pzjHKrQSvXGHQ98dx18HI,Japan,top200,MOVE_DOWN,1926
Re:make,71,2017.1.8,ONE OK ROCK,https://open.spotify.com/track/6IghCx6jRj5VHEmXKQH2pR,Japan,top200,MOVE_UP,1809
_ªã_,72,2017.1.8,[Alexandros],https://open.spotify.com/track/0ve9Tpz8Yw0I4eXhWsy21o,Japan,top200,MOVE_UP,1789
Kanzen kankaku Dreamer,73,2017.1.8,ONE OK ROCK,https://open.spotify.com/track/1XT0cpl9g0GuRQJao2nqXd,Japan,top200,MOVE_UP,1735
Sugar,74,2017.1.8,Maroon 5,https://open.spotify.com/track/494OU6M7NOf4ICYb4zWCf5,Japan,top200,MOVE_DOWN,1726
ReggaetÃ³n Lento (Bailemos),75,2017.1.8,CNCO,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,Japan,top200,MOVE_UP,1721
__¬ã_¤ã_¼ã_,76,2017.1.8,Sayuri,https://open.spotify.com/track/5vtLXpEFodhNcTzlOWWK0v,Japan,top200,MOVE_DOWN,1721
Safari,77,2017.1.8,"J Balvin, Pharrell Williams, BIA, Sky",https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO,Japan,top200,MOVE_UP,1682
Tomorrowland,78,2017.1.8,SALU,https://open.spotify.com/track/31JwysGj6E03IrYus7Jqvs,Japan,top200,MOVE_DOWN,1661
___¼ã_,79,2017.1.8,Natsuko Nisshoku,https://open.spotify.com/track/1IdfNK8vELG16WYLJDwHYt,Japan,top200,MOVE_UP,1653
e of s,80,2017.1.8,SawanoHiroyuki[nZk]:mizuki,https://open.spotify.com/track/0qgQX6ItodvWHn98hcsPs6,Japan,top200,MOVE_DOWN,1653
¹ã___«ã_,81,2017.1.8,PASSEPIED,https://open.spotify.com/track/1aTEygvJz9cA86mzGxJVAT,Japan,top200,MOVE_DOWN,1636
DREAM,82,2017.1.8,Shota Shimizu,https://open.spotify.com/track/6PO8T4qt3FHfauSs98zO9j,Japan,top200,MOVE_UP,1616
Trust Nobody (feat. Selena Gomez & Tory Lanez),83,2017.1.8,Cashmere Cat,https://open.spotify.com/track/2wDjpPW3HZdA9quPPmZAMu,Japan,top200,MOVE_DOWN,1603
Versace on the Floor,84,2017.1.8,Bruno Mars,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP,Japan,top200,SAME_POSITION,1594
Thinking out Loud,85,2017.1.8,Ed Sheeran,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,Japan,top200,MOVE_DOWN,1594
Shelter,86,2017.1.8,"Porter Robinson, Madeon",https://open.spotify.com/track/0IFV9VPRBvqpUP52ksLzzE,Japan,top200,MOVE_DOWN,1570
ªã_¤ã_ (2016 Version) - 2016 Rerecorded,87,2017.1.8,ASIAN KUNG-FU GENERATION,https://open.spotify.com/track/00sHjhTQCLaGUw0OJvmpVB,Japan,top200,MOVE_UP,1563
Clock Strikes,88,2017.1.8,ONE OK ROCK,https://open.spotify.com/track/30CenAPBR2VmH91r4Um32b,Japan,top200,MOVE_DOWN,1561
__ªã__,89,2017.1.8,AAA,https://open.spotify.com/track/7vwXjDrZT2mqiFynlEwwgG,Japan,top200,MOVE_UP,1516
Uptown Funk (feat. Bruno Mars),90,2017.1.8,Mark Ronson,https://open.spotify.com/track/32OlwWuMpZ6b0aN2RZOeMS,Japan,top200,MOVE_DOWN,1513
Setting Fires,91,2017.1.8,"The Chainsmokers, XYL_",https://open.spotify.com/track/0B8B8cVRFIG1yznoQe7c9s,Japan,top200,MOVE_DOWN,1476
Alone,92,2017.1.8,yahyel,https://open.spotify.com/track/2Ekd1iOmA0K8k8IsqfSv59,Japan,top200,SAME_POSITION,1425
____æ­,93,2017.1.8,never young beach,https://open.spotify.com/track/0VwZq35ff2SvvMWOFNrEDc,Japan,top200,SAME_POSITION,1382
Told U So,94,2017.1.8,illion,https://open.spotify.com/track/4DHPv00eRJm9YVAnh7LGeM,Japan,top200,SAME_POSITION,1352
I Got You,95,2017.1.8,Bebe Rexha,https://open.spotify.com/track/1FUViuNSldssMIawrOXF2i,Japan,top200,MOVE_UP,1328
Lot to Learn,96,2017.1.8,Luke Christopher,https://open.spotify.com/track/3TRFq09DUgYj1mug6RRqJW,Japan,top200,MOVE_UP,1313
Waste of Time,97,2017.1.8,DYGL,https://open.spotify.com/track/6uXv2CS9vp2UmPm9NukrKg,Japan,top200,MOVE_DOWN,1308
That's What I Like,98,2017.1.8,Bruno Mars,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,Japan,top200,MOVE_DOWN,1300
___,99,2017.1.8,Ketsumeishi,https://open.spotify.com/track/4HeAeBch9lYc4IeF4w33fV,Japan,top200,MOVE_UP,1275
Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),100,2017.1.8,Vice,https://open.spotify.com/track/40UroIGvsMPLPBYwH8rMNA,Japan,top200,MOVE_UP,1264
Answer is near,101,2017.1.8,ONE OK ROCK,https://open.spotify.com/track/3N29lMZHMKTVGXUN5aqzl5,Japan,top200,MOVE_UP,1259
Into You,102,2017.1.8,Ariana Grande,https://open.spotify.com/track/7yHEDfrJNd0zWOfXwydNH0,Japan,top200,MOVE_UP,1249
C'est la vie,103,2017.1.8,"Kan Sano, Tavito Nanao",https://open.spotify.com/track/1xrRbb2LVXtQBO6nYQ6vA6,Japan,top200,MOVE_UP,1249
Perfect Strangers,104,2017.1.8,"Jonas Blue, JP Cooper",https://open.spotify.com/track/1CUVN2kn7mW5FjkqXTR2W1,Japan,top200,MOVE_DOWN,1196
Cake By The Ocean,105,2017.1.8,DNCE,https://open.spotify.com/track/2aFiaMXmWsM3Vj72F9ksBl,Japan,top200,MOVE_DOWN,1186
The Greatest,106,2017.1.8,Sia,https://open.spotify.com/track/6bLopGnirdrilrpdVB6Um1,Japan,top200,MOVE_DOWN,1152
Work,107,2017.1.8,"Rihanna, Drake",https://open.spotify.com/track/14WWzenpaEgQZlqPq2nk4v,Japan,top200,MOVE_UP,1148
Rockin,108,2017.1.8,The Weeknd,https://open.spotify.com/track/36YCdzT57us0LhDmCYtrNE,Japan,top200,MOVE_UP,1147
__¨é_ç©,109,2017.1.8,AAA,https://open.spotify.com/track/46gSY0U7ZZCmd7EuJuo15N,Japan,top200,MOVE_UP,1134
Hymn for the Weekend - Seeb Remix,110,2017.1.8,Coldplay,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,Japan,top200,SAME_POSITION,1110
Say Something Loving,111,2017.1.8,The xx,https://open.spotify.com/track/728zbo72kOoYdGR3AhNsyF,Japan,top200,MOVE_UP,1081
¶ã__,112,2017.1.8,Aimer,https://open.spotify.com/track/4r20tmzg4tfon0Kg0yxB91,Japan,top200,MOVE_UP,1078
Party Monster,113,2017.1.8,The Weeknd,https://open.spotify.com/track/4F7A0DXBrmUAkp32uenhZt,Japan,top200,MOVE_DOWN,1077
¥å_ç§__,114,2017.1.8,Little Glee Monster,https://open.spotify.com/track/5BKNIJQ0JHFf6QUs7MfP54,Japan,top200,MOVE_UP,1060
Lean On (feat. M_ & DJ Snake),115,2017.1.8,Major Lazer,https://open.spotify.com/track/4WjH9Bzt3kx7z8kl0awxh4,Japan,top200,MOVE_DOWN,1054
Cry out,116,2017.1.8,ONE OK ROCK,https://open.spotify.com/track/1yDQHmQ4uxcC3qrYpd702l,Japan,top200,MOVE_UP,1047
Jet Coast,117,2017.1.8,Suchmos,https://open.spotify.com/track/4SGcOailxnONXUgGmbocS7,Japan,top200,NEW_ENTRY,1022
See You Again (feat. Charlie Puth),118,2017.1.8,Wiz Khalifa,https://open.spotify.com/track/6IcrwGdIvRsrImOnoYfG9Z,Japan,top200,NEW_ENTRY,1017
C.H.I.C.O. - (Album Edit),119,2017.1.8,CHICO CARLITO,https://open.spotify.com/track/75oUdIGzm8RIbUyBcJrvqc,Japan,top200,MOVE_DOWN,1015
HOME,120,2017.1.8,Shota Shimizu,https://open.spotify.com/track/5PF0IW8iHqOcTWAyRqiDzb,Japan,top200,MOVE_UP,1013
Beautiful Now,121,2017.1.8,"Zedd, Jon Bellion",https://open.spotify.com/track/7FJP35tUJ2121EJsFpU1Gh,Japan,top200,MOVE_DOWN,1010
Deeper Deeper,122,2017.1.8,ONE OK ROCK,https://open.spotify.com/track/3fSdTVHwb8ZyiYAFSE00qd,Japan,top200,MOVE_UP,1005
Move Your Body - Single Mix,123,2017.1.8,Sia,https://open.spotify.com/track/7ynCQo1KpBOyTdTdAnjSLZ,Japan,top200,MOVE_DOWN,1004
Shape of You,1,2017.1.9,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Japan,top200,SAME_POSITION,9827
Closer,2,2017.1.9,"The Chainsmokers, Halsey",https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,Japan,top200,SAME_POSITION,8854
Castle on the Hill,3,2017.1.9,Ed Sheeran,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,Japan,top200,SAME_POSITION,7566
Don't Wanna Know,4,2017.1.9,"Maroon 5, Kendrick Lamar",https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,Japan,top200,MOVE_UP,7360
Let Me Love You,5,2017.1.9,"DJ Snake, Justin Bieber",https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,Japan,top200,MOVE_DOWN,7008
"I Don_ Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",6,2017.1.9,"ZAYN, Taylor Swift",https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,Japan,top200,SAME_POSITION,7001
I Feel It Coming,7,2017.1.9,"The Weeknd, Daft Punk",https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,Japan,top200,MOVE_DOWN,6757
24K Magic,8,2017.1.9,Bruno Mars,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,Japan,top200,SAME_POSITION,6617
Starboy,9,2017.1.9,"The Weeknd, Daft Punk",https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,Japan,top200,MOVE_UP,6505
